Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default.Labels,ID
472.127,153.657,570.875,µm,Spot,Position,1,,1062
488.319,155.269,572.008,µm,Spot,Position,1,,1063
504.627,157.901,572.027,µm,Spot,Position,1,,1064
445.836,162.541,575.773,µm,Spot,Position,1,,1065
479.154,162.654,580.718,µm,Spot,Position,1,,1067
495.214,164.742,581.153,µm,Spot,Position,1,,1068
469.823,171.234,587.751,µm,Spot,Position,1,,1070
562.615,148.739,542.997,µm,Spot,Position,1,,1071
547.785,144.379,544.201,µm,Spot,Position,1,,1072
516.885,136.702,544.523,µm,Spot,Position,1,,1073
532.459,140.117,544.79,µm,Spot,Position,1,,1074
568.246,158.476,551.181,µm,Spot,Position,1,,1075
553.795,152.949,552.731,µm,Spot,Position,1,,1076
538.694,149.256,553.554,µm,Spot,Position,1,,1077
523.069,145.419,553.85,µm,Spot,Position,1,,1078
573.648,168.571,559.116,µm,Spot,Position,1,,1079
559.503,162.676,561.152,µm,Spot,Position,1,,1080
544.71,158.477,562.462,µm,Spot,Position,1,,1081
513.667,151.349,563.198,µm,Spot,Position,1,,1082
529.405,154.505,563.398,µm,Spot,Position,1,,1083
550.33,168.631,570.487,µm,Spot,Position,1,,1084
520.147,160.256,572.274,µm,Spot,Position,1,,1085
535.611,164.081,571.915,µm,Spot,Position,1,,1086
511.102,167.375,581.629,µm,Spot,Position,1,,1087
526.75,170.241,581.113,µm,Spot,Position,1,,1088
590.688,160.525,539.279,µm,Spot,Position,1,,1089
576.797,154.369,541.159,µm,Spot,Position,1,,1090
595.865,170.667,547.003,µm,Spot,Position,1,,1091
582.516,163.836,549.685,µm,Spot,Position,1,,1092
297.398,214.611,537.761,µm,Spot,Position,1,,1093
289.78,227.367,542.484,µm,Spot,Position,1,,1094
311.009,206.751,544.766,µm,Spot,Position,1,,1095
302.889,219.048,550.127,µm,Spot,Position,1,,1096
295.67,232.538,554.364,µm,Spot,Position,1,,1097
308.633,224.367,561.372,µm,Spot,Position,1,,1098
315.099,231.554,571.911,µm,Spot,Position,1,,1099
342.595,176.661,539.246,µm,Spot,Position,1,,1100
319.34,194.551,539.31,µm,Spot,Position,1,,1101
334.166,187.788,545.33,µm,Spot,Position,1,,1102
324.686,199.726,551.471,µm,Spot,Position,1,,1103
347.813,181.534,551.621,µm,Spot,Position,1,,1104
363.783,176.152,556.771,µm,Spot,Position,1,,1105
339.694,192.963,557.446,µm,Spot,Position,1,,1106
316.047,211.858,556.678,µm,Spot,Position,1,,1107
331.177,205.266,562.345,µm,Spot,Position,1,,1108
354.55,186.851,562.922,µm,Spot,Position,1,,1109
322.826,218.047,567.56,µm,Spot,Position,1,,1110
369.95,182.143,568.427,µm,Spot,Position,1,,1111
345.702,199.135,568.436,µm,Spot,Position,1,,1112
337.45,211.537,573.311,µm,Spot,Position,1,,1113
361.092,193.616,574.023,µm,Spot,Position,1,,1114
329.401,224.75,578.062,µm,Spot,Position,1,,1115
376.932,189.177,579.544,µm,Spot,Position,1,,1116
352.279,205.919,579.118,µm,Spot,Position,1,,1117
368.483,201.771,583.454,µm,Spot,Position,1,,1118
344.358,219.227,583.412,µm,Spot,Position,1,,1119
336.969,232.535,587.711,µm,Spot,Position,1,,1120
359.667,214.36,588.697,µm,Spot,Position,1,,1121
351.743,227.534,592.674,µm,Spot,Position,1,,1122
375.133,209.604,593.719,µm,Spot,Position,1,,1123
367.278,222.795,597.771,µm,Spot,Position,1,,1124
359.484,236.225,601.442,µm,Spot,Position,1,,1125
386.36,177.794,573.044,µm,Spot,Position,1,,1126
402.62,174.495,577.358,µm,Spot,Position,1,,1127
419.378,172.391,580.328,µm,Spot,Position,1,,1128
393.156,185.718,583.381,µm,Spot,Position,1,,1129
409.684,182.669,587.411,µm,Spot,Position,1,,1130
384.313,197.662,588.388,µm,Spot,Position,1,,1131
427.026,181.699,589.874,µm,Spot,Position,1,,1132
443.419,180.48,592.657,µm,Spot,Position,1,,1133
400.546,194.342,592.71,µm,Spot,Position,1,,1134
417.254,191.902,596.159,µm,Spot,Position,1,,1135
433.528,190.465,599.192,µm,Spot,Position,1,,1136
390.886,205.907,598.204,µm,Spot,Position,1,,1137
407.746,203.157,602.552,µm,Spot,Position,1,,1138
485.94,172.583,589.296,µm,Spot,Position,1,,1139
501.552,174.558,589.693,µm,Spot,Position,1,,1140
476.257,180.832,596.612,µm,Spot,Position,1,,1144
492.406,182.715,597.382,µm,Spot,Position,1,,1145
508.234,185.422,597.54,µm,Spot,Position,1,,1146
565.232,173.427,569.066,µm,Spot,Position,1,,1149
570.337,184.594,576.096,µm,Spot,Position,1,,1150
556.39,179.226,578.241,µm,Spot,Position,1,,1151
541.617,174.382,579.842,µm,Spot,Position,1,,1152
561.867,190.158,585.868,µm,Spot,Position,1,,1153
532.522,181.013,588.845,µm,Spot,Position,1,,1154
547.688,185.162,587.946,µm,Spot,Position,1,,1155
517.509,177.614,589.474,µm,Spot,Position,1,,1156
567.59,201.477,592.135,µm,Spot,Position,1,,1157
553.417,196.676,594.373,µm,Spot,Position,1,,1158
523.656,188.461,596.984,µm,Spot,Position,1,,1160
538.844,191.512,596.194,µm,Spot,Position,1,,1161
573.282,213.048,598.56,µm,Spot,Position,1,,1162
559.224,208.31,600.913,µm,Spot,Position,1,,1163
634.855,192.62,538.995,µm,Spot,Position,1,,1164
622.532,184.639,542.279,µm,Spot,Position,1,,1165
609.454,177.324,545.027,µm,Spot,Position,1,,1166
639.053,203.525,545.666,µm,Spot,Position,1,,1167
626.949,195.491,548.949,µm,Spot,Position,1,,1168
614.44,187.967,552.367,µm,Spot,Position,1,,1169
601.243,181.054,555.292,µm,Spot,Position,1,,1170
631.38,206.451,555.634,µm,Spot,Position,1,,1171
587.674,174.39,557.258,µm,Spot,Position,1,,1172
619.099,198.98,558.871,µm,Spot,Position,1,,1173
634.912,218.274,561.492,µm,Spot,Position,1,,1174
606.098,191.872,561.948,µm,Spot,Position,1,,1175
592.825,185.328,564.28,µm,Spot,Position,1,,1176
623.185,210.448,565.061,µm,Spot,Position,1,,1177
578.665,179.505,566.346,µm,Spot,Position,1,,1178
638.888,230.06,567.097,µm,Spot,Position,1,,1179
610.704,202.962,568.806,µm,Spot,Position,1,,1180
597.678,196.161,571.611,µm,Spot,Position,1,,1181
627.381,221.81,571.168,µm,Spot,Position,1,,1182
584.138,190.253,574.275,µm,Spot,Position,1,,1183
614.703,214.863,574.6,µm,Spot,Position,1,,1184
630.512,233.832,576.306,µm,Spot,Position,1,,1185
601.878,207.998,577.484,µm,Spot,Position,1,,1186
589.31,201.719,580.699,µm,Spot,Position,1,,1187
619.544,226.288,580.598,µm,Spot,Position,1,,1188
575.793,195.821,583.347,µm,Spot,Position,1,,1189
607.173,219.575,584.273,µm,Spot,Position,1,,1190
594.335,213.256,587.384,µm,Spot,Position,1,,1191
611.686,231.634,590.208,µm,Spot,Position,1,,1192
581.327,206.942,590.056,µm,Spot,Position,1,,1193
599.422,225.123,593.23,µm,Spot,Position,1,,1194
586.222,219.121,596.037,µm,Spot,Position,1,,1195
591.47,231.271,601.695,µm,Spot,Position,1,,1196
649.942,212.804,541.181,µm,Spot,Position,1,,1197
662.099,234.644,541.625,µm,Spot,Position,1,,1198
653.171,224.193,547.06,µm,Spot,Position,1,,1199
655.276,236.142,551.737,µm,Spot,Position,1,,1200
642.995,214.892,551.948,µm,Spot,Position,1,,1201
646.065,226.3,557.474,µm,Spot,Position,1,,1202
271.986,249.125,538.817,µm,Spot,Position,1,,1203
266.532,263.864,541.839,µm,Spot,Position,1,,1204
262.822,278.033,543.858,µm,Spot,Position,1,,1205
283.291,240.698,546.892,µm,Spot,Position,1,,1206
277.599,254.479,550.231,µm,Spot,Position,1,,1207
272.777,268.635,552.918,µm,Spot,Position,1,,1208
269.127,283.122,554.456,µm,Spot,Position,1,,1209
289.527,246.29,557.877,µm,Spot,Position,1,,1210
283.594,260.357,561.486,µm,Spot,Position,1,,1211
279.305,274.171,563.554,µm,Spot,Position,1,,1212
302.095,238.407,565.031,µm,Spot,Position,1,,1213
276.233,288.328,565.108,µm,Spot,Position,1,,1214
296.069,252.669,568.473,µm,Spot,Position,1,,1215
290.678,266.949,571.304,µm,Spot,Position,1,,1216
287.032,280.824,573.461,µm,Spot,Position,1,,1217
284.047,294.257,574.662,µm,Spot,Position,1,,1218
308.478,245.245,575.526,µm,Spot,Position,1,,1219
303.088,259.553,578.242,µm,Spot,Position,1,,1220
299.324,274.486,580.45,µm,Spot,Position,1,,1221
295.741,289.68,581.271,µm,Spot,Position,1,,1222
310.896,267.905,587.019,µm,Spot,Position,1,,1223
306.756,283.069,589.002,µm,Spot,Position,1,,1224
303.855,296.868,589.15,µm,Spot,Position,1,,1225
322.37,238.557,581.434,µm,Spot,Position,1,,1226
316.484,253.143,584.896,µm,Spot,Position,1,,1227
330.251,247.431,590.557,µm,Spot,Position,1,,1228
324.224,261.888,593.158,µm,Spot,Position,1,,1230
316.113,292.403,595.159,µm,Spot,Position,1,,1231
319.2,276.89,595.195,µm,Spot,Position,1,,1232
344.36,241.135,596.068,µm,Spot,Position,1,,1233
338.056,255.698,599.139,µm,Spot,Position,1,,1234
332.832,270.711,600.772,µm,Spot,Position,1,,1236
328.323,285.898,602.188,µm,Spot,Position,1,,1237
633.051,246.658,579.924,µm,Spot,Position,1,,1238
621.939,238.597,584.629,µm,Spot,Position,1,,1239
624.585,251.745,588.933,µm,Spot,Position,1,,1240
614.714,244.365,594.34,µm,Spot,Position,1,,1241
616.07,258.081,596.597,µm,Spot,Position,1,,1242
603.501,237.353,598.555,µm,Spot,Position,1,,1243
648.027,239.049,561.41,µm,Spot,Position,1,,1244
641.091,242.432,570.85,µm,Spot,Position,1,,1245
698.084,747.41,565.417,µm,Spot,Position,1,,1246
699.317,735.063,571.292,µm,Spot,Position,1,,1247
698.036,722.943,574.17,µm,Spot,Position,1,,1248
695.59,711.305,576.295,µm,Spot,Position,1,,1249
689.953,745.035,575.335,µm,Spot,Position,1,,1250
679.393,754.385,578.719,µm,Spot,Position,1,,1251
689.94,732.457,579.575,µm,Spot,Position,1,,1252
688.949,719.244,582.276,µm,Spot,Position,1,,1253
680.535,741.922,583.88,µm,Spot,Position,1,,1254
681.808,728.833,588.087,µm,Spot,Position,1,,1255
670.772,750.875,587.424,µm,Spot,Position,1,,1256
680.053,715.182,589.161,µm,Spot,Position,1,,1257
671.799,737.952,592.138,µm,Spot,Position,1,,1258
672.092,724.552,595.703,µm,Spot,Position,1,,1259
661.36,746.448,595.893,µm,Spot,Position,1,,1260
670.97,712.036,597.03,µm,Spot,Position,1,,1261
662.293,733.115,599.908,µm,Spot,Position,1,,1262
662.103,719.13,602.608,µm,Spot,Position,1,,1263
722.955,739.32,541.773,µm,Spot,Position,1,,1264
721.681,726.743,546.305,µm,Spot,Position,1,,1265
715.435,750.396,546.546,µm,Spot,Position,1,,1266
719.766,714.847,549.727,µm,Spot,Position,1,,1267
715.237,738.449,552.021,µm,Spot,Position,1,,1268
714.116,726.198,555.939,µm,Spot,Position,1,,1269
707.492,749.419,556.956,µm,Spot,Position,1,,1270
711.992,713.987,558.372,µm,Spot,Position,1,,1271
707.927,737.252,561.737,µm,Spot,Position,1,,1272
706.092,724.802,565.025,µm,Spot,Position,1,,1273
704.808,712.82,568.054,µm,Spot,Position,1,,1274
325.573,788.994,537.683,µm,Spot,Position,1,,1275
345.336,808.231,542.903,µm,Spot,Position,1,,1276
337.281,795.888,546.247,µm,Spot,Position,1,,1277
330.859,783.376,548.879,µm,Spot,Position,1,,1278
359.253,813.775,551.314,µm,Spot,Position,1,,1279
350.397,801.902,554.434,µm,Spot,Position,1,,1280
342.612,789.448,557.19,µm,Spot,Position,1,,1281
373.134,818.653,558.949,µm,Spot,Position,1,,1282
336.885,776.301,560.071,µm,Spot,Position,1,,1283
363.856,807.151,562.037,µm,Spot,Position,1,,1284
355.259,794.626,565.294,µm,Spot,Position,1,,1285
348.448,781.861,568.009,µm,Spot,Position,1,,1286
378.264,811.643,569.532,µm,Spot,Position,1,,1287
343.059,769.387,570.499,µm,Spot,Position,1,,1288
369.382,799.15,572.015,µm,Spot,Position,1,,1289
360.836,786.335,575.57,µm,Spot,Position,1,,1290
354.625,772.395,576.708,µm,Spot,Position,1,,1291
374.873,790.718,582.307,µm,Spot,Position,1,,1292
367.572,777.327,583.612,µm,Spot,Position,1,,1293
360.157,763.808,585.349,µm,Spot,Position,1,,1294
373.761,767.943,592.088,µm,Spot,Position,1,,1295
380.51,757.327,599.052,µm,Spot,Position,1,,1296
393.164,815.295,576.102,µm,Spot,Position,1,,1297
383.709,803.449,579.03,µm,Spot,Position,1,,1298
409.068,817.927,581.989,µm,Spot,Position,1,,1299
399.1,806.338,585.449,µm,Spot,Position,1,,1301
390.265,793.816,587.901,µm,Spot,Position,1,,1302
380.888,781.217,590.626,µm,Spot,Position,1,,1303
414.828,808.794,591.711,µm,Spot,Position,1,,1304
405.174,796.624,593.972,µm,Spot,Position,1,,1305
431.288,810.271,596.5,µm,Spot,Position,1,,1306
395.443,784.773,597.404,µm,Spot,Position,1,,1307
387.05,771.252,598.368,µm,Spot,Position,1,,1308
420.314,798.898,600.439,µm,Spot,Position,1,,1309
447.726,810.798,601.626,µm,Spot,Position,1,,1310
638.733,818.243,568.383,µm,Spot,Position,1,,1311
628.812,814.316,577.031,µm,Spot,Position,1,,1312
631.845,802.62,584.609,µm,Spot,Position,1,,1313
618.511,809.858,586.505,µm,Spot,Position,1,,1314
604.438,817.219,587.45,µm,Spot,Position,1,,1315
634.209,789.845,590.661,µm,Spot,Position,1,,1316
621.282,797.362,592.522,µm,Spot,Position,1,,1318
608.223,805.316,594.548,µm,Spot,Position,1,,1319
593.839,812.034,595.318,µm,Spot,Position,1,,1320
636.961,777.107,596.725,µm,Spot,Position,1,,1321
579.215,818.302,596.345,µm,Spot,Position,1,,1322
624.581,785.084,599.501,µm,Spot,Position,1,,1324
611.062,792.055,599.863,µm,Spot,Position,1,,1325
639.064,763.527,601.99,µm,Spot,Position,1,,1326
597.296,799.446,601.542,µm,Spot,Position,1,,1327
704.076,784.458,538.664,µm,Spot,Position,1,,1328
693.414,795.033,541.878,µm,Spot,Position,1,,1329
681.766,805.01,544.136,µm,Spot,Position,1,,1330
670.351,814.908,547.441,µm,Spot,Position,1,,1331
694.953,783.532,548.283,µm,Spot,Position,1,,1332
684.8,793.859,551.717,µm,Spot,Position,1,,1333
672.443,803.329,554.025,µm,Spot,Position,1,,1334
696.685,771.82,554.915,µm,Spot,Position,1,,1335
661.57,812.758,556.976,µm,Spot,Position,1,,1336
686.404,782.113,558.337,µm,Spot,Position,1,,1337
697.679,759.856,560.577,µm,Spot,Position,1,,1338
675.907,791.886,561.134,µm,Spot,Position,1,,1339
663.671,801.27,563.72,µm,Spot,Position,1,,1340
687.903,769.802,564.096,µm,Spot,Position,1,,1341
651.423,809.805,566.014,µm,Spot,Position,1,,1342
677.384,779.757,567.99,µm,Spot,Position,1,,1343
689.02,757.562,569.935,µm,Spot,Position,1,,1344
665.92,789.153,570.404,µm,Spot,Position,1,,1345
678.715,767.286,573.491,µm,Spot,Position,1,,1346
653.962,798.193,573.548,µm,Spot,Position,1,,1347
641.464,806.341,575.247,µm,Spot,Position,1,,1348
667.821,776.52,576.357,µm,Spot,Position,1,,1349
656.109,785.618,579.441,µm,Spot,Position,1,,1350
644.573,794.476,582.073,µm,Spot,Position,1,,1351
669.659,763.867,582.326,µm,Spot,Position,1,,1352
658.334,772.941,585.192,µm,Spot,Position,1,,1353
646.264,781.587,587.923,µm,Spot,Position,1,,1354
660.546,759.996,591.205,µm,Spot,Position,1,,1355
648.625,768.761,594.129,µm,Spot,Position,1,,1356
650.969,755.601,599.471,µm,Spot,Position,1,,1357
714.663,761.772,541.174,µm,Spot,Position,1,,1358
705.211,772.699,545.07,µm,Spot,Position,1,,1359
706.812,761.277,551.469,µm,Spot,Position,1,,1360
354.055,820.172,539.656,µm,Spot,Position,1,,1361
378.399,835.846,543.062,µm,Spot,Position,1,,1362
368.581,825.005,547.304,µm,Spot,Position,1,,1363
389.107,845.427,538.209,µm,Spot,Position,1,,1364
416.487,858.963,538.539,µm,Spot,Position,1,,1365
432.622,861.458,544.079,µm,Spot,Position,1,,1366
404.427,850.192,545.02,µm,Spot,Position,1,,1367
393.472,840.23,550.294,µm,Spot,Position,1,,1368
420.921,853.534,550.878,µm,Spot,Position,1,,1369
382.816,830.047,555.027,µm,Spot,Position,1,,1370
437.439,855.485,555.818,µm,Spot,Position,1,,1371
409.663,843.771,556.089,µm,Spot,Position,1,,1372
398.098,834.143,561.713,µm,Spot,Position,1,,1373
425.846,846.882,561.956,µm,Spot,Position,1,,1374
388.357,823.172,565.559,µm,Spot,Position,1,,1375
414.784,836.863,567.198,µm,Spot,Position,1,,1376
442.683,847.734,566.495,µm,Spot,Position,1,,1377
403.842,826.173,572.066,µm,Spot,Position,1,,1378
430.89,838.92,572.338,µm,Spot,Position,1,,1379
419.72,829.419,577.858,µm,Spot,Position,1,,1380
436.92,830.293,582.779,µm,Spot,Position,1,,1381
425.195,819.89,587.518,µm,Spot,Position,1,,1382
441.911,820.979,592.928,µm,Spot,Position,1,,1383
489.209,878.147,538.894,µm,Spot,Position,1,,1384
460.904,870.668,542.303,µm,Spot,Position,1,,1385
506.68,877.693,543.102,µm,Spot,Position,1,,1386
477.504,871.69,546.964,µm,Spot,Position,1,,1387
449.075,862.993,549.049,µm,Spot,Position,1,,1388
494.487,871.656,551.152,µm,Spot,Position,1,,1389
465.934,864.201,554.059,µm,Spot,Position,1,,1390
482.966,864.336,558.038,µm,Spot,Position,1,,1391
454.104,856.864,561.029,µm,Spot,Position,1,,1392
500.165,863.729,561.892,µm,Spot,Position,1,,1393
471.047,857.19,565.124,µm,Spot,Position,1,,1394
488.193,856.95,568.779,µm,Spot,Position,1,,1395
459.198,848.409,571.584,µm,Spot,Position,1,,1396
505.522,854.775,572.024,µm,Spot,Position,1,,1397
476.403,848.678,575.948,µm,Spot,Position,1,,1398
447.914,840.639,577.889,µm,Spot,Position,1,,1399
494.066,847.122,578.813,µm,Spot,Position,1,,1400
464.666,840.234,582.183,µm,Spot,Position,1,,1401
481.837,839.849,586.078,µm,Spot,Position,1,,1402
453.419,831.144,587.46,µm,Spot,Position,1,,1403
498.709,838.313,589.167,µm,Spot,Position,1,,1404
470.682,830.812,591.246,µm,Spot,Position,1,,1405
487.271,829.638,594.335,µm,Spot,Position,1,,1406
458.788,821.51,597.086,µm,Spot,Position,1,,1407
504.363,827.761,597.104,µm,Spot,Position,1,,1408
475.738,821.271,601.787,µm,Spot,Position,1,,1409
567.606,873.399,541.235,µm,Spot,Position,1,,1411
523.512,875.739,545.821,µm,Spot,Position,1,,1412
556.585,868.874,549.988,µm,Spot,Position,1,,1414
572.375,865.12,551.79,µm,Spot,Position,1,,1415
511.861,869.766,553.897,µm,Spot,Position,1,,1416
528.431,867.094,555.939,µm,Spot,Position,1,,1417
561.138,859.887,560.242,µm,Spot,Position,1,,1419
517.151,861.05,564.071,µm,Spot,Position,1,,1420
550.229,854.969,568.891,µm,Spot,Position,1,,1422
565.913,850.516,570.315,µm,Spot,Position,1,,1423
522.431,852.369,574.65,µm,Spot,Position,1,,1424
554.911,844.932,578.453,µm,Spot,Position,1,,1426
570.594,840.153,579.305,µm,Spot,Position,1,,1427
510.603,845.475,581.653,µm,Spot,Position,1,,1428
543.949,839.171,586.947,µm,Spot,Position,1,,1430
559.286,834.46,587.401,µm,Spot,Position,1,,1431
515.616,835.393,591.053,µm,Spot,Position,1,,1433
548.174,828.091,594.905,µm,Spot,Position,1,,1435
563.591,823.338,595.266,µm,Spot,Position,1,,1436
537.356,820.84,601.597,µm,Spot,Position,1,,1438
628.04,850.151,543.119,µm,Spot,Position,1,,1439
613.707,857.504,543.615,µm,Spot,Position,1,,1440
598.465,863.123,543.099,µm,Spot,Position,1,,1441
583.079,868.911,542.874,µm,Spot,Position,1,,1442
631.804,840.282,552.253,µm,Spot,Position,1,,1443
617.939,847.615,552.869,µm,Spot,Position,1,,1444
603.12,853.764,552.798,µm,Spot,Position,1,,1445
587.811,859.717,552.836,µm,Spot,Position,1,,1446
635.303,829.382,559.719,µm,Spot,Position,1,,1447
621.576,836.616,561.283,µm,Spot,Position,1,,1448
577.039,855.668,561.754,µm,Spot,Position,1,,1449
607.525,843.669,562.077,µm,Spot,Position,1,,1450
592.588,849.903,562.142,µm,Spot,Position,1,,1451
625.34,825.972,569.461,µm,Spot,Position,1,,1452
611.167,832.838,569.828,µm,Spot,Position,1,,1453
596.74,839.543,570.979,µm,Spot,Position,1,,1454
581.814,845.592,570.962,µm,Spot,Position,1,,1455
614.918,821.624,578.276,µm,Spot,Position,1,,1456
600.614,828.378,579.234,µm,Spot,Position,1,,1457
585.771,834.679,579.569,µm,Spot,Position,1,,1458
589.82,823.119,587.594,µm,Spot,Position,1,,1459
574.99,829.492,587.989,µm,Spot,Position,1,,1460
667.503,825.69,539.148,µm,Spot,Position,1,,1461
654.725,834.305,540.528,µm,Spot,Position,1,,1462
641.383,842.508,541.971,µm,Spot,Position,1,,1463
658.405,823.798,549.267,µm,Spot,Position,1,,1464
645.002,832.211,550.421,µm,Spot,Position,1,,1465
648.661,821.206,558.78,µm,Spot,Position,1,,1466
374.761,232.14,606.176,µm,Spot,Position,1,,1467
383.004,218.348,603.038,µm,Spot,Position,1,,1468
424.303,201.453,604.607,µm,Spot,Position,1,,1469
441.514,200.681,606.938,µm,Spot,Position,1,,1470
398.803,215.262,607.379,µm,Spot,Position,1,,1471
415.461,213.243,610.583,µm,Spot,Position,1,,1472
390.876,228.404,610.883,µm,Spot,Position,1,,1473
431.82,212.129,613.327,µm,Spot,Position,1,,1474
406.977,225.33,614.992,µm,Spot,Position,1,,1475
423.43,223.427,617.176,µm,Spot,Position,1,,1476
440.125,222.288,619.984,µm,Spot,Position,1,,1477
415.15,236.223,621.276,µm,Spot,Position,1,,1478
431.657,234.452,623.16,µm,Spot,Position,1,,1479
467.078,190.321,603.366,µm,Spot,Position,1,,1480
482.948,191.589,604.528,µm,Spot,Position,1,,1481
499.091,193.073,605.562,µm,Spot,Position,1,,1482
473.897,201.015,610.892,µm,Spot,Position,1,,1484
489.838,202.172,612.095,µm,Spot,Position,1,,1485
505.549,204.477,611.84,µm,Spot,Position,1,,1486
464.901,211.065,616.964,µm,Spot,Position,1,,1488
480.748,212.005,618.492,µm,Spot,Position,1,,1489
496.699,213.785,618.24,µm,Spot,Position,1,,1490
471.95,222.257,623.656,µm,Spot,Position,1,,1492
503.792,225.324,624.24,µm,Spot,Position,1,,1493
487.682,223.099,624.532,µm,Spot,Position,1,,1494
464.246,233.221,627.791,µm,Spot,Position,1,,1496
478.924,233.719,629.227,µm,Spot,Position,1,,1497
494.564,235.413,629.431,µm,Spot,Position,1,,1498
544.62,203.718,602.981,µm,Spot,Position,1,,1499
514.465,195.928,604.606,µm,Spot,Position,1,,1500
529.987,199.221,604.486,µm,Spot,Position,1,,1501
565.049,220.342,607.114,µm,Spot,Position,1,,1502
550.593,215.834,608.827,µm,Spot,Position,1,,1503
536.242,211.067,610.538,µm,Spot,Position,1,,1504
521.329,207.477,611.611,µm,Spot,Position,1,,1505
570.196,232.641,611.811,µm,Spot,Position,1,,1506
556.512,228.19,613.704,µm,Spot,Position,1,,1508
542.299,223.56,616.066,µm,Spot,Position,1,,1509
527.774,218.824,617.551,µm,Spot,Position,1,,1510
512.377,216.063,618.813,µm,Spot,Position,1,,1511
548.417,236.159,620.665,µm,Spot,Position,1,,1512
518.937,228.228,623.298,µm,Spot,Position,1,,1513
534.005,231.903,622.197,µm,Spot,Position,1,,1514
578.19,225.779,603.999,µm,Spot,Position,1,,1515
325.734,298.953,601.841,µm,Spot,Position,1,,1516
352.845,250.844,604.113,µm,Spot,Position,1,,1517
346.404,265.476,606.044,µm,Spot,Position,1,,1518
341.846,280.511,607.462,µm,Spot,Position,1,,1519
339.079,295.309,606.38,µm,Spot,Position,1,,1520
366.993,245.583,610.269,µm,Spot,Position,1,,1522
361.058,260.308,611.722,µm,Spot,Position,1,,1523
351.228,290.495,611.704,µm,Spot,Position,1,,1524
355.573,275.054,612.711,µm,Spot,Position,1,,1525
361.722,297.672,615.929,µm,Spot,Position,1,,1526
376.011,255.563,616.249,µm,Spot,Position,1,,1527
369.527,270.267,617.36,µm,Spot,Position,1,,1528
364.966,284.73,617.893,µm,Spot,Position,1,,1529
379.142,281.509,622.205,µm,Spot,Position,1,,1530
374.984,294.808,620.697,µm,Spot,Position,1,,1531
382.733,241.968,613.681,µm,Spot,Position,1,,1532
398.309,238.814,618.056,µm,Spot,Position,1,,1533
391.276,252.178,621.19,µm,Spot,Position,1,,1534
385.055,266.621,622.009,µm,Spot,Position,1,,1535
407.066,249.371,624.161,µm,Spot,Position,1,,1536
389.517,291.505,624.215,µm,Spot,Position,1,,1537
400.13,263.112,625.128,µm,Spot,Position,1,,1538
394,277.762,626.152,µm,Spot,Position,1,,1539
422.951,247.627,627.032,µm,Spot,Position,1,,1540
404.203,288.288,627.889,µm,Spot,Position,1,,1541
439.58,245.763,629.028,µm,Spot,Position,1,,1542
415.736,260.922,629.375,µm,Spot,Position,1,,1543
409.073,274.978,629.303,µm,Spot,Position,1,,1544
418.773,287.343,630.89,µm,Spot,Position,1,,1545
431.476,259.341,631.925,µm,Spot,Position,1,,1546
424.865,273.02,633.299,µm,Spot,Position,1,,1547
433.706,284.768,633.94,µm,Spot,Position,1,,1548
440.069,271.642,635.328,µm,Spot,Position,1,,1549
455.984,244.683,631.664,µm,Spot,Position,1,,1550
486.348,246.168,633.467,µm,Spot,Position,1,,1551
447.456,258.009,633.483,µm,Spot,Position,1,,1552
470.75,245.236,633.497,µm,Spot,Position,1,,1553
501.885,247.978,634.046,µm,Spot,Position,1,,1554
463.459,257.408,635.83,µm,Spot,Position,1,,1555
477.837,257.841,637.125,µm,Spot,Position,1,,1556
454.872,270.517,637.078,µm,Spot,Position,1,,1557
448.397,283.919,636.312,µm,Spot,Position,1,,1558
493.382,258.713,637.87,µm,Spot,Position,1,,1559
508.666,260.665,638.084,µm,Spot,Position,1,,1560
470.318,270.228,638.695,µm,Spot,Position,1,,1561
463.121,283.398,638.421,µm,Spot,Position,1,,1562
485.508,270.635,639.837,µm,Spot,Position,1,,1563
500.087,271.755,640.001,µm,Spot,Position,1,,1564
491.716,283.419,640.154,µm,Spot,Position,1,,1565
477.026,283.731,639.853,µm,Spot,Position,1,,1566
506.514,284.561,641.357,µm,Spot,Position,1,,1567
562.237,240.508,618.473,µm,Spot,Position,1,,1568
567.494,254.233,622.23,µm,Spot,Position,1,,1569
571.37,268.148,624.24,µm,Spot,Position,1,,1570
554.041,248.892,625.123,µm,Spot,Position,1,,1571
540.104,244.507,627.157,µm,Spot,Position,1,,1572
559.175,262.823,627.499,µm,Spot,Position,1,,1573
510.736,237.866,628.839,µm,Spot,Position,1,,1574
525.586,240.634,629.26,µm,Spot,Position,1,,1575
562.924,276.484,628.631,µm,Spot,Position,1,,1576
545.889,258.298,630.571,µm,Spot,Position,1,,1577
550.819,272.821,631.603,µm,Spot,Position,1,,1578
531.682,253.908,633.118,µm,Spot,Position,1,,1579
517.12,250.301,634.006,µm,Spot,Position,1,,1580
537.547,267.958,635.743,µm,Spot,Position,1,,1581
523.639,263.798,637.245,µm,Spot,Position,1,,1582
542.003,281.019,635.458,µm,Spot,Position,1,,1583
529.357,278.452,638.396,µm,Spot,Position,1,,1584
515.406,273.853,639.088,µm,Spot,Position,1,,1585
520.85,286.07,641.293,µm,Spot,Position,1,,1586
607.55,250.915,602.535,µm,Spot,Position,1,,1587
